"2020/09/27 03:51:30.166923 GMT-3";"";"";"";"";"";"";"";"";"";""
"Tipo normativo";"Norma";"Publicação";"Ementa";"Data";"Em vigor";"Revogada";"Tornada sem efeito";"Alterada";"Outros";"Anexos"
"RBAC";"RBAC 11 EMD 03";"24/03/2020";"Regras Gerais para petição de emissão, alteração, revogação e isenção de cumprimento de regra.";"24/03/2020";"Em vigor em 1º de abril de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-011@@download/arquivo_norma/RBAC11EMD03.pdf"
"RBAC";"RBAC 034 EMD 06";"18/12/2018";"Requisitos para drenagem de combustível e emissões de escapamento de aviões com motores a turbina.";"18/12/2018";"Em vigor em 17 de fevereiro de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-034@@download/arquivo_norma/RBAC34EMD06.pdf"
"RBAC";"RBAC 038 EMD 00";"18/12/2018";"Requisitos para emissões de CO2 de aviões.";"18/12/2018";"Em vigor em 17 de fevereiro de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-038@@download/arquivo_norma/RBAC38EMD00.pdf"
"RBAC";"RBAC 142 EMD 02";"11/02/2019";"Certificação e Requisitos Operacionais: Centros de treinamento de aviação civil.";"11/02/2019";"Em vigor em 11 de junho de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-142@@download/arquivo_norma/RBAC142EMD02.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-142@@download/anexo_norma/CEF RBAC 142 EMD 02.pdf"
"RBAC";"RBAC 145 EMD 06";"29/05/2020";"Organizações de manutenção de produto aeronáutico.";"26/05/2020";"Em vigor em 1º de julho de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-145@@download/arquivo_norma/RBAC145EMD06.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-145@@download/anexo_norma/CEF RBAC nº 145.pdf"
"RBAC";"RBAC 117 EMD 00";"19/03/2019";"Requisitos para gerenciamento de risco de fadiga humana.";"19/03/2019";"";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-117@@download/arquivo_norma/RBAC117EMD00.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-117@@download/anexo_norma/ CEF RBAC nº 117.pdf"
"RBAC";"RBAC 043 EMD 04";"07/08/2019";"Manutenção, manutenção preventiva, reconstrução e alteração.";"07/08/2019";"";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-043@@download/arquivo_norma/RBAC43EMD04.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-043@@download/anexo_norma/CEF RBAC nº 43.pdf"
"RBAC";"RBAC 90 EMD 00";"12/04/2019";"Requisitos para operações especiais de aviação pública.";"12/04/2019";"Em vigor em 11 de julho de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-90@@download/arquivo_norma/RBAC90EMD00.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-90@@download/anexo_norma/ CEF RBAC nº 90.pdf"
"RBAC";"RBAC 105 EMD 02";"12/04/2019";"Salto de paraquedas.";"12/04/2019";"Em vigor em 11 de julho de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-105@@download/arquivo_norma/RBAC105EMD02.pdf"
"RBAC";"RBAC 133 EMD 02";"12/04/2019";"Operação de aeronaves de asas rotativas com cargas externas.";"12/04/2019";"Em vigor em 11 de julho de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-133@@download/arquivo_norma/RBAC133EMD02.pdf"
"RBAC";"RBAC 175 EMD 02";"12/04/2019";"Transporte de artigos perigosos em aeronaves civis.";"12/04/2019";"Em vigor em 11 de julho de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-175@@download/arquivo_norma/RBAC175EMD02.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-175@@download/anexo_norma/CEF RBAC 175.pdf"
"RBAC";"RBAC 141 EMD 01";"06/03/2020";"Certificação e requisitos operacionais: Centros de Instrução de Aviação Civil.";"06/03/2020";"Em vigor em 1º de abril de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-141@@download/arquivo_norma/RBAC141EMD01.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-141@@download/anexo_norma/CEF RBAC 141.pdf"
"RBAC";"RBAC 61 EMD 13";"20/03/2020";"Licenças, habilitações e certificados para pilotos.";"19/03/2020";"Em vigor em 1º de abril de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-61@@download/arquivo_norma/RBAC61EMD13.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-61@@download/anexo_norma/ CEF RBAC 61.pdf"
"RBAC";"RBAC 153 EMD 04";"15/05/2019";"Aeródromos - Operação, manutenção e resposta à emergência.";"15/05/2019";"Versão em vigor a partir de 11 de junho de 2019.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-153@@download/arquivo_norma/RBAC153EMD04 - Versão a partir de 11.06.19.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-153@@download/anexo_norma/Anexos+RBAC+153.zip"
